,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist,Mood,MoodR,ExplicitR
209,Inner Light,40tPP3K10yMZxwnT65REKj,Inner Light,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,"['house', 'tropical house']",257984,68,False,0.651,0.709,4,-7.842,1,0.037,0.00461,0.00744,0.0771,0.126,121.02,Chill_Tracks,Chill,2,0
210,The Best Part,04BNQFaBlFF7WDeTb1V0AP,The Best Part,gardenstate,1XcPIHqirx1Jaxm2bAxMeV,['progressive house'],250000,67,False,0.688,0.654,4,-8.521,1,0.0493,0.0203,0.251,0.117,0.59,123.011,Chill_Tracks,Chill,2,0
211,Breathing,1MvLmHeLkaNgUScgbUVnWJ,Breathing,Ben Böhmer,5tDjiBYUsTqzd0RkTZxK7u,['tropical house'],222605,67,False,0.598,0.561,11,-11.421,0,0.0511,0.0229,0.557,0.109,0.0385,182.988,Chill_Tracks,Chill,2,0
212,Crazy,3h0tEwAyOCQDa4X8NEcy0Q,Crazy,PLÜM,4NTnwCK3RqTBH7TFIQrkfL,"['new french touch', 'tropical house']",220000,67,False,0.769,0.596,7,-9.359,0,0.0524,0.0487,0.00803,0.204,0.259,105.032,Chill_Tracks,Chill,2,0
213,One Last Dance,1nV6VafLPuRSsXgbDY3i6L,One Last Dance,Audien,4xnMDfgEmXZEEDdITKcGuE,"['edm', 'electro house', 'electropop', 'pop dance', 'pop edm', 'progressive house', 'tropical house']",184000,66,False,0.713,0.719,4,-6.972,1,0.0455,0.164,0.0335,0.0853,0.24,119.993,Chill_Tracks,Chill,2,0
214,In Control - Innellea Remix,35fdRgZrz5ujDGBaqhoPE8,In Control (Innellea Remix),Forma,1lmP325N7mFdhDOl7tMfpL,[],345135,55,False,0.679,0.568,0,-7.097,1,0.0358,0.0447,0.709,0.067,0.0636,120.002,Chill_Tracks,Chill,2,0
215,Feel Your Weight - Poolside Remix,1hgX0ZmmP7IRRjUFCIBrnQ,Blood Remixed,Rhye,2AcUPzkVWo81vumdzeLLRN,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",310133,66,False,0.741,0.592,6,-9.059,0,0.0308,0.665,0.854,0.116,0.822,111.984,Chill_Tracks,Chill,2,0
216,Run,0VLaaS481wSlMnf6UEQnJM,Run,NORRA,41TOmzyp8cryPs7PXHKdb7,['new french touch'],191420,54,False,0.745,0.672,10,-10.484,0,0.05,0.177,0.874,0.153,0.0894,124.008,Chill_Tracks,Chill,2,0
217,Howl,3360fzHkXtFCGSnTpyBMRA,Howl,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,"['house', 'tropical house']",257430,67,False,0.634,0.659,4,-7.143,1,0.0263,0.373,0.00325,0.161,0.38,126.977,Chill_Tracks,Chill,2,0
218,Until We Leave the Ground - Steve James Remix,6PEbPKn0niL8xAQdUTBEfq,Until We Leave the Ground (Steve James Remix),Emmit Fenn,3VVLqeEqQQqTgT8YhfY9Z6,"['electropop', 'tropical house', 'vapor soul']",197419,54,False,0.744,0.577,0,-9.599,0,0.0385,0.0448,0.0652,0.111,0.321,124.005,Chill_Tracks,Chill,2,0
219,Keep On Dancing,0f8PWE8E1UB3HqREAkqoa5,Keep On Dancing,AVAION,5oJvmyeWzyeahRtjup3Oys,[],185520,65,False,0.697,0.419,6,-8.29,0,0.0514,0.564,0.0133,0.151,0.288,123.955,Chill_Tracks,Chill,2,0
220,Motion,7GRfEf5BG1OCSMpeVotldQ,Motion,Vandelux,2rdSCmWgrIWA8pmwhS1T2k,['tropical house'],187990,65,False,0.68,0.722,7,-5.214,0,0.0683,0.18,0.000137,0.339,0.2,120.012,Chill_Tracks,Chill,2,0
221,Original Sin,0fp6PDlnCkmdE0F3s0tfr6,Original Sin,Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,[],171598,64,True,0.779,0.727,11,-8.59,0,0.053,0.165,0.0194,0.32,0.455,124.021,Chill_Tracks,Chill,2,1
222,Catching Eyes,2aUYt0CwHeJLrlgi0akUGp,Catching Eyes,49th & Main,0nnF48t4C8uqGS5HPnCN3F,[],249533,64,True,0.692,0.638,6,-12.76,0,0.298,0.847,0.00169,0.121,0.147,126.133,Chill_Tracks,Chill,2,1
223,Need You There,6CMF35Wo3xRxGTLDMjvxlY,Need You There,M-22,4WFtYn5RyU8VGPpPyW9Pxw,"['dance pop', 'deep groove house', 'edm', 'house', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",185991,64,False,0.651,0.76,0,-5.949,1,0.0446,0.0273,0.000538,0.315,0.137,122.969,Chill_Tracks,Chill,2,0
224,All Night Long - Y.V.E. 48 Remix,1QOVSkrcX34pDPPxa1Xv5y,All Night Long (Y.V.E. 48 Remix),Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,"['deep house', 'tropical house']",157812,64,False,0.648,0.573,10,-9.921,0,0.0352,0.244,0.746,0.0906,0.0764,112.004,Chill_Tracks,Chill,2,0
225,All In A Dream,11SEKnYpFCFRXnUap3Cso2,All In A Dream,LP Giobbi,3oKnyRhYWzNsTiss5n4Z1J,"['dance pop', 'edm', 'electro house', 'house', 'pop dance', 'tropical house']",230015,63,False,0.705,0.524,2,-9.776,0,0.032,0.112,0.26,0.109,0.219,119.987,Chill_Tracks,Chill,2,0
226,I’ll Find My Way To You,2R2haDSmphwkn4kANdHU5P,I’ll Find My Way To You,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,"['house', 'tropical house']",264045,66,False,0.795,0.474,6,-8.166,1,0.0642,0.0213,0.758,0.0967,0.477,120.017,Chill_Tracks,Chill,2,0
227,Ghostkeeper,13EMVBU1hcy5yJdX1Xhf9a,Ghostkeeper,Klangkarussell,041iTeoMIwXMlShuQPIVKo,"['austrian pop', 'tropical house']",331381,63,False,0.69,0.546,6,-6.647,1,0.035,0.175,0.781,0.107,0.509,105.976,Chill_Tracks,Chill,2,0
228,Medicine,7sfpydlJrHpTi533idUuZV,Medicine,Lucas Estrada,2tndYCXQneCV4jtoWRwVpz,"['covertronica', 'deep house', 'deep pop edm', 'edm', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",158031,62,False,0.781,0.715,8,-8.043,1,0.0406,0.614,0.069,0.0974,0.63,120.026,Chill_Tracks,Chill,2,0
229,Underwater,6qnULXVFGfFqPj0Hpj0tIG,Underwater / Other Voices,Le Youth,1Zz6NBe8UIZjm88TvehFtx,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house']",297635,61,False,0.672,0.679,2,-6.068,1,0.0294,0.00745,0.0811,0.0532,0.321,123.019,Chill_Tracks,Chill,2,0
230,Afterglow,2Ftoh82TZBdd5VduEm8T44,Afterglow,Bob Moses,6LHsnRBUYhFyt01PdKXAF5,"['canadian electronic', 'canadian house']",269752,61,False,0.675,0.747,0,-4.742,0,0.0406,0.0159,0.0014,0.103,0.159,121.033,Chill_Tracks,Chill,2,0
231,Sweet Nothings (feat. Minke),1C4c6ojhV5NJDIS8KpDNNo,Sweet Nothings (feat. Minke),Holiday87,6J1tQCbBjDrdDqBYptHqX3,[],228845,60,False,0.699,0.609,1,-11.505,0,0.0663,0.26,0.338,0.11,0.121,120.025,Chill_Tracks,Chill,2,0
232,Leave Me Low,1fhFDn9W8ehz6rqomxDUW4,Leave Me Low,Devault,1VBAKMui4zm5MnBWNn3NbL,"['future bass', 'vapor twitch']",178560,60,False,0.733,0.411,10,-11.507,1,0.0407,0.54,0.00169,0.182,0.359,125.03,Chill_Tracks,Chill,2,0
233,House Of The Rising Sun,4FIGor0hvkEyu8ZAnjWAe7,House Of The Rising Sun,Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,"['deep house', 'tropical house']",138796,62,False,0.804,0.776,9,-6.892,0,0.0557,0.014,0.216,0.838,0.127,117.99,Chill_Tracks,Chill,2,0
234,Another You,7xBtsvU7AWX4pYP02SXEtF,Another You,BONNIE X CLYDE,74xeHqz5Ap8ZHq69TkxI0r,"['edm', 'electra', 'electronic trap', 'future bass', 'pop dance', 'pop edm']",169180,60,False,0.655,0.787,0,-7.466,1,0.0439,0.158,0.177,0.129,0.0394,122.044,Chill_Tracks,Chill,2,0
235,Survive,5QZdeEHEHy1Jphbral0nbv,Reviver,Lane 8,27gtK7m9vYwCyJ04zz0kIb,"['edm', 'gauze pop', 'progressive house', 'tropical house']",302439,59,False,0.362,0.534,1,-10.403,0,0.0498,0.435,0.93,0.0939,0.238,184.216,Chill_Tracks,Chill,2,0
236,Saving My Love,3je1VcyoT3FEH6AbttouZj,Saving My Love,Chris Malinchak,5UVzX8pQe6bb5ueNdfViih,"['deep house', 'nu disco', 'tropical house']",292667,59,False,0.64,0.518,0,-13.746,0,0.0345,0.126,0.913,0.0652,0.0908,118.014,Chill_Tracks,Chill,2,0
237,Heartaches,1hBvUKlvyia60edCcBsxkv,Heartaches,Shallou,7C3Cbtr2PkH2l4tOGhtCsk,"['electropop', 'indie poptimism', 'tropical house', 'vapor soul']",207627,59,False,0.764,0.489,7,-9.41,1,0.0332,0.249,0.00176,0.0894,0.496,119.953,Chill_Tracks,Chill,2,0
238,Life on Hold,0uTkVCAf8PxMo8NJ3tFYzH,Life on Hold,Nora En Pure,24DO0PijjITGIEWsO8XaPs,"['deep house', 'electra', 'house', 'progressive house', 'swiss pop', 'tropical house']",207540,59,False,0.681,0.935,0,-6.392,0,0.0417,0.571,0.458,0.108,0.0584,121.999,Chill_Tracks,Chill,2,0
239,Another Time,2W9zh4QNFmuOyKHbtYYNm0,Another Time,TWO LANES,7mnuMLgvXdCWzyB4sQCG7k,"['tropical house', 'uk dance']",255789,59,False,0.67,0.434,7,-12.923,0,0.046,0.401,0.862,0.109,0.136,113.997,Chill_Tracks,Chill,2,0
240,I Can't See,59kl6e4q6sCJlxCgLZdJGo,I Can't See,ROW,6t6YsIZkxd0VC7mXKD9Ziw,[],135245,59,False,0.67,0.711,8,-7.257,0,0.0443,0.00172,0.0963,0.186,0.691,121.976,Chill_Tracks,Chill,2,0
241,No Fun,5ImCVtO1gvcD1ttdG5SrQT,No Fun,Lane 8,27gtK7m9vYwCyJ04zz0kIb,"['edm', 'gauze pop', 'progressive house', 'tropical house']",411147,59,False,0.879,0.621,7,-8.063,1,0.0476,0.0133,0.0554,0.0891,0.515,122.024,Chill_Tracks,Chill,2,0
242,Sonder,2wynpXzuXf6Cvf2MqHYA9Z,More Content,Barry Can't Swim,0vTVU0KH0CVzijsoKGsTPl,"['electronica', 'indie soul']",181873,59,False,0.596,0.606,5,-11.716,0,0.0433,0.313,0.846,0.0979,0.811,127.976,Chill_Tracks,Chill,2,0
243,Teenage Heart,5lDYTWicLTLTBoQn2WvcXD,Teenage Heart,Jones Meadow,3MK71khOrqZwGpyfYzwKXR,['chill beats'],243750,58,False,0.597,0.882,7,-6.562,1,0.0346,0.00369,0.751,0.108,0.398,119.997,Chill_Tracks,Chill,2,0
244,Always - Monkey Safari Remix,6hAII4Wyrr0eV4MmPnsTuY,Surrender (Remixes),RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj,"['australian electropop', 'indietronica']",411024,58,False,0.66,0.836,8,-5.203,0,0.0383,0.00659,0.92,0.0868,0.765,123.997,Chill_Tracks,Chill,2,0
245,Midsommar,0f91Dvbc5tc6DN7e2QaNyC,Midsommar,Nora Van Elken,04m3oUGzjO3EJTQidFzTgM,"['deep house', 'tropical house']",156923,58,False,0.723,0.615,0,-6.807,0,0.0348,0.255,0.939,0.0808,0.0406,120.008,Chill_Tracks,Chill,2,0
246,Red Lights - EMBRZ Remix,5LRkGpPO2dYjqByYu7AsmD,Red Lights (EMBRZ Remix),Lane 8,27gtK7m9vYwCyJ04zz0kIb,"['edm', 'gauze pop', 'progressive house', 'tropical house']",206000,58,False,0.793,0.605,4,-8.901,1,0.042,0.554,0.755,0.103,0.314,124.012,Chill_Tracks,Chill,2,0
247,Here,6HAVjFro6OKMcY2xHOP0l7,Here,Shallou,7C3Cbtr2PkH2l4tOGhtCsk,"['electropop', 'indie poptimism', 'tropical house', 'vapor soul']",192133,59,False,0.643,0.558,7,-9.681,1,0.0477,0.746,0.209,0.135,0.238,106.95,Chill_Tracks,Chill,2,0
248,Fade Into Black,6xo1HqgGdoc3RF3rJ036t6,Fade Into Black,Tinlicker,5EmEZjq8eHEC6qFnT63Lza,[],244878,58,False,0.603,0.806,7,-8.197,0,0.0325,0.0553,0.73,0.124,0.0761,122.997,Chill_Tracks,Chill,2,0
249,Eyes,7uEYsZQ6fuvvbsnGVAp8Ls,Eyes,TWO LANES,7mnuMLgvXdCWzyB4sQCG7k,"['tropical house', 'uk dance']",257500,58,False,0.75,0.596,7,-15.529,0,0.0363,0.165,0.757,0.13,0.039,114.013,Chill_Tracks,Chill,2,0
250,Safe - Joris Voorn Remix,2cVGCUx6xnmcdIz2Ns9OLw,Safe (Joris Voorn Remix),Monkey Safari,5zovXI5By2gUhdr7EByjLa,"['deep euro house', 'electronica', 'organic house', 'tech house', 'tropical house']",294009,57,False,0.608,0.637,1,-9.265,1,0.0329,0.00178,0.575,0.178,0.191,126.023,Chill_Tracks,Chill,2,0
251,Why,5aPAaUZP8YvSaZRGfdoLbt,Why,Bobby Love,15T7qZv0kn5j8U8juOxFm3,[],203773,57,False,0.66,0.684,0,-8.091,1,0.0347,0.18,0.758,0.0958,0.103,106.0,Chill_Tracks,Chill,2,0
252,Sunrays,2V2SVDQIt2QgUENzNdVCjI,Sunrays,AK,33Cf4O1KAVbtQa00scMi2A,[],231120,57,False,0.741,0.421,2,-12.463,0,0.0763,0.518,0.92,0.129,0.121,124.986,Chill_Tracks,Chill,2,0
253,Walking On Water (feat. Totally Enormous Extinct Dinosaurs),5keheTPTVskQPPhrIkKd3i,HISTORY,The Knocks,2x7EATekOPhFGRx3syMGEC,"['alternative dance', 'indie poptimism', 'nu disco', 'pop', 'tropical house']",216106,57,False,0.768,0.613,7,-7.098,0,0.133,0.399,0.524,0.196,0.218,124.956,Chill_Tracks,Chill,2,0
254,Disappear,1kEdYirmW9IZ4R4QFaPvpE,Disappear,THEMBA,64tzIMKX4Npx37YLcNZZNC,['afro house'],235859,57,False,0.631,0.808,9,-9.282,0,0.0385,0.00249,0.417,0.0745,0.29,120.012,Chill_Tracks,Chill,2,0
255,Gratitude,5CvaeEX9dU9ZhwyoVIIgTO,Gratitude,Nora En Pure,24DO0PijjITGIEWsO8XaPs,"['deep house', 'electra', 'house', 'progressive house', 'swiss pop', 'tropical house']",210000,57,False,0.618,0.943,10,-6.848,0,0.044,0.105,0.964,0.185,0.0915,123.989,Chill_Tracks,Chill,2,0
256,To Feel Again / Trois,4ho6jJU2nbX0NbiF33i4tX,To Feel Again / Trois,Jon Hopkins,7yxi31szvlbwvKq9dYOmFI,"['ambient', 'compositional ambient', 'electronica', 'intelligent dance music', 'post-rock']",293489,57,False,0.496,0.873,4,-7.547,1,0.0362,0.00335,0.896,0.099,0.0458,130.0,Chill_Tracks,Chill,2,0
257,Raye,5tsVgtKdAfKGcVIcCHvyxe,Raye,Sultan + Shepard,14Tg9FvbNismPR1PJHxRau,"['canadian electronic', 'edm', 'progressive house', 'tropical house']",290409,57,False,0.645,0.572,0,-8.167,1,0.0298,0.716,0.0527,0.0922,0.121,121.994,Chill_Tracks,Chill,2,0
258,Don’t Worry,3velQ2xk4VMEb5No5W3bkQ,Don’t Worry,Satin Jackets,5Gn7NoCZvbVlGgtZMILRcv,"['indie soul', 'nu disco']",276961,57,False,0.62,0.835,1,-6.35,0,0.0839,0.211,0.923,0.107,0.426,119.002,Chill_Tracks,Chill,2,0
259,Temporary Love,2ArO7GJPukDnhRvRfhB58n,Temporary Love,Mishegas,1F3BcbR6yzILOCzzA3i0Rh,['vapor soul'],244267,57,False,0.563,0.732,0,-8.621,0,0.0393,0.395,0.712,0.0828,0.0397,118.025,Chill_Tracks,Chill,2,0
260,Ronda,4WyhOKXtCkNVcgfTBpYaxm,Ronda,Christian Löffler,3tSvlEzeDnVbQJBTkIA6nO,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno', 'new french touch', 'organic electronic', 'pop ambient']",346586,56,False,0.794,0.307,3,-15.629,0,0.0486,0.674,0.935,0.0954,0.171,119.994,Chill_Tracks,Chill,2,0
261,Healing,6BFgRgJWIuIba0K5IKupnT,Healing,TWO LANES,7mnuMLgvXdCWzyB4sQCG7k,"['tropical house', 'uk dance']",251694,56,False,0.813,0.437,5,-12.817,0,0.0574,0.391,0.843,0.131,0.105,116.992,Chill_Tracks,Chill,2,0
262,Light Of Day (feat. Ólafur Arnalds),58sa3HUZL71gpMB6XvhaUo,Light Of Day (feat. Ólafur Arnalds),ODESZA,21mKp7DqtSNHhCAU2ugvUw,"['chillwave', 'ninja']",400130,56,False,0.419,0.635,9,-5.911,1,0.0441,0.392,0.592,0.44,0.0375,107.878,Chill_Tracks,Chill,2,0
263,All My Days,768eZ69L0HODV9UlcriGaq,A Range of Light,Forester,3d13oWvwmjcodRr3NzdArc,['tropical house'],224637,56,False,0.575,0.767,11,-6.888,1,0.0554,0.169,0.0011,0.104,0.137,124.0,Chill_Tracks,Chill,2,0
264,"Oh, Miles",61Hn9ssQkVEWq4ZmPwHyzd,"Oh, Miles",Lane 8,27gtK7m9vYwCyJ04zz0kIb,"['edm', 'gauze pop', 'progressive house', 'tropical house']",333870,56,False,0.641,0.726,2,-6.921,1,0.0381,0.176,0.794,0.0972,0.0416,124.012,Chill_Tracks,Chill,2,0
265,Skyway,0iGHKQrXFK5ciq1BXYoDnR,Skyway,Eli & Fur,5CkVLGKUJkIc1pmSk10QP4,"['house', 'progressive house', 'tropical house']",220309,56,False,0.613,0.551,5,-11.299,0,0.0298,0.0641,0.388,0.115,0.165,122.972,Chill_Tracks,Chill,2,0
266,Lost In Space,59vGBEz1TByo4BCuKFF8P0,Lost In Space,Emmit Fenn,3VVLqeEqQQqTgT8YhfY9Z6,"['electropop', 'tropical house', 'vapor soul']",222813,56,False,0.702,0.403,3,-13.428,1,0.0338,0.676,0.273,0.0836,0.0716,101.018,Chill_Tracks,Chill,2,0
267,Beyond Beliefs,0SbDNXZYqfsMarINcb72X5,Beyond Beliefs,Ben Böhmer,5tDjiBYUsTqzd0RkTZxK7u,['tropical house'],313586,56,False,0.652,0.602,1,-13.98,1,0.0338,0.709,0.942,0.186,0.0399,124.012,Chill_Tracks,Chill,2,0
268,High Tide,1JdScfytE2eaLeVJ7a7KUQ,High Tide,Shallou,7C3Cbtr2PkH2l4tOGhtCsk,"['electropop', 'indie poptimism', 'tropical house', 'vapor soul']",197150,55,False,0.563,0.611,7,-8.436,0,0.0292,0.0239,0.469,0.117,0.105,118.941,Chill_Tracks,Chill,2,0
269,Something About,5z3Qr6kEyJiZhB0WHJSmCQ,Something About,CRi,3NaMuUYTIGm6CC3YqTuTvi,['montreal indie'],224826,55,False,0.703,0.571,0,-8.119,0,0.05,0.067,0.214,0.123,0.735,124.039,Chill_Tracks,Chill,2,0
270,Let You Know,3PVczFr0abPSkgcwjXJJDh,Let You Know,Y.V.E. 48,5zSWGyWE5d0PYaYrtdVwOz,"['deep house', 'deep tropical house', 'new french touch', 'pop dance', 'tropical house']",173166,55,False,0.61,0.571,5,-9.432,1,0.0395,0.242,0.21,0.228,0.147,89.769,Chill_Tracks,Chill,2,0
271,Don't Give Up,7E5Tl1oyZW5JPdhqGgW5hz,Don't Give Up,Latroit,4keJDDQx0ac2jhmknbSLFK,['edm'],196451,55,False,0.462,0.741,8,-8.327,1,0.0375,0.0806,0.326,0.123,0.0392,124.018,Chill_Tracks,Chill,2,0
272,Paradox,0xgfpmTmQDHCO7fxMMG6Zw,Paradox,Lipless,0XmmX4fE4SiRMu3ICsP5sA,['tropical house'],210000,55,False,0.738,0.617,9,-6.595,0,0.0313,0.111,0.783,0.109,0.343,123.987,Chill_Tracks,Chill,2,0
273,Canopée des Cîmes,2nVUEKKPv9DDilSZwCcMfu,Canopée des Cîmes,Jan Blomqvist,5wMlMjOLeJfS5DfxqGfm83,"['deep euro house', 'electronica', 'tropical house']",296376,55,False,0.594,0.764,8,-10.72,1,0.0395,0.00174,0.657,0.167,0.0358,122.051,Chill_Tracks,Chill,2,0
274,By My Side,0oiXA5d3B3QAbHFwom7OJZ,Visage 4 (By My Side),Massane,0cjvrTtv350Ls87eGY80iz,"['organic house', 'progressive house']",213934,55,False,0.538,0.826,8,-7.838,1,0.0297,0.458,0.293,0.11,0.441,122.0,Chill_Tracks,Chill,2,0
275,Never Give Up,2p0FewtVb0Y9davyTsUWOz,Never Give Up,King Henry,4IbUky1dWqlyVlMMTJXPI5,['la pop'],231724,55,False,0.718,0.522,2,-13.119,1,0.0367,0.483,0.835,0.0613,0.382,115.994,Chill_Tracks,Chill,2,0
276,New Love,7CAsrtI5Df8ZOrKZ2ImrVO,Reminders,Le Youth,1Zz6NBe8UIZjm88TvehFtx,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house']",256052,54,False,0.63,0.774,10,-7.876,0,0.0413,0.192,0.585,0.115,0.304,122.999,Chill_Tracks,Chill,2,0
277,The Night Air Was Cool,3GNCq0cqUr7kQ4lGaa0TVx,The Night Air Was Cool,ATTLAS,0jM4IKp6YlTxq8tNDH9fX3,"['canadian electronic', 'progressive house']",286940,54,False,0.671,0.643,8,-9.137,1,0.126,0.428,0.968,0.0998,0.0384,123.022,Chill_Tracks,Chill,2,0
278,La Perla - Tourist Remix,1V2Z18nOByb7DqCECFh2Yt,La Perla (Tourist Remix),Sofia Kourtesis,7wXTWO45lqpUejDkike0Gf,"['electronica', 'experimental house']",317003,54,False,0.664,0.524,7,-10.5,1,0.0509,0.0316,0.892,0.176,0.403,124.0,Chill_Tracks,Chill,2,0
279,Smile,3cQ2pYZrrqTUVqrzPMDRoX,Smile,A.M.R,1VYDrE9BSCRxSX8VHVJZNc,['arab electronic'],237500,54,False,0.682,0.675,1,-9.887,1,0.0388,0.00292,0.849,0.0465,0.362,120.009,Chill_Tracks,Chill,2,0
280,Believer - Marsh's Guatape Remix,1GHOLip5jcgRIBqd8QUx7N,Believer (Marsh's Guatape Remix),Above & Beyond,10gzBoINW3cLJfZUka8Zoe,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",255778,54,False,0.788,0.786,3,-9.321,0,0.0381,0.0844,0.877,0.138,0.157,122.008,Chill_Tracks,Chill,2,0
281,Episodes,3tX9hPhKxKBusddqCTWZo4,Episodes,Mishegas,1F3BcbR6yzILOCzzA3i0Rh,['vapor soul'],186352,54,False,0.469,0.691,6,-7.948,1,0.0405,0.00622,0.919,0.217,0.282,169.907,Chill_Tracks,Chill,2,0
282,Leave You,5AcCFMfAjIxq07cibmttEo,Leave You,Einmusik,1LXTXZjheh25pXMEUT9iC1,"['german techno', 'microhouse', 'minimal techno', 'organic house', 'tech house']",234005,54,False,0.673,0.84,1,-7.564,1,0.0349,0.0197,0.234,0.0865,0.529,119.991,Chill_Tracks,Chill,2,0
283,cloudy,4uN3fqx0mRqf61RemIFhIq,halfway,Meridian,29owBAmwvaDTUsoyT9N5fm,[],165710,54,False,0.642,0.328,11,-10.89,1,0.342,0.673,0.000339,0.116,0.157,179.648,Chill_Tracks,Chill,2,0
284,Cimmerian,0dmXGQ2zRVOm6N60S0UdHK,Wishing Well / Cimmerian,Lipless,0XmmX4fE4SiRMu3ICsP5sA,['tropical house'],216198,54,False,0.702,0.875,4,-6.652,1,0.0435,0.215,0.922,0.102,0.0509,120.998,Chill_Tracks,Chill,2,0
285,Never Ending,1SGbmqB3dxlrp4YkKzZUto,Never Ending,Bob Moses,6LHsnRBUYhFyt01PdKXAF5,"['canadian electronic', 'canadian house']",242000,54,False,0.613,0.85,1,-4.196,0,0.0927,0.339,0.000138,0.12,0.186,118.068,Chill_Tracks,Chill,2,0
286,1000 More Suns,7bPzk1B12yFWpnbzZIQGhm,Everything We Had To Leave Behind,Chicane,5GxyeQagayzZOg4UwffQlD,"['disco house', 'trance']",264523,53,False,0.531,0.614,8,-11.274,1,0.0315,0.352,0.731,0.0944,0.0393,122.977,Chill_Tracks,Chill,2,0
287,One Day,2wwlAcqUIcvHNi3w2YWkZv,One Day EP,Falden,6O5LAkus9iGG1vvMGu5mDo,[],167804,53,False,0.713,0.7,11,-8.913,0,0.0549,0.0834,0.133,0.114,0.0827,122.984,Chill_Tracks,Chill,2,0
288,Pattern,56pKxbJR1QFD8fmcqNI4R5,Pattern,Le Youth,1Zz6NBe8UIZjm88TvehFtx,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house']",252058,53,False,0.612,0.741,4,-7.002,0,0.0359,0.0759,0.000416,0.121,0.0672,122.001,Chill_Tracks,Chill,2,0
289,Assassin,1xjvIE3l0BACb24sF2TpPH,Assassin,Sultan + Shepard,14Tg9FvbNismPR1PJHxRau,"['canadian electronic', 'edm', 'progressive house', 'tropical house']",326000,53,False,0.637,0.687,11,-8.63,1,0.041,0.0587,0.704,0.0917,0.0878,119.995,Chill_Tracks,Chill,2,0
290,Erase,22QG2saDLvgToHzeOZPm20,Begin Again,Ben Böhmer,5tDjiBYUsTqzd0RkTZxK7u,['tropical house'],253240,53,False,0.279,0.542,1,-11.962,1,0.0494,0.47,0.601,0.0888,0.163,123.846,Chill_Tracks,Chill,2,0
291,I Still Need You,3WM935x8fQpvSskUP1LHPB,I Still Need You,ayokay,4BzCdhJTyTS3gumq9xmymb,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",178384,53,False,0.768,0.647,7,-6.978,1,0.0482,0.0686,0.000712,0.114,0.0645,121.014,Chill_Tracks,Chill,2,0
292,Together,1f1DsFJHpMugn3zuRACUos,Together,Panama,3W9UldYu0xJcaOAw2SUTDI,['australian indie'],224113,53,False,0.671,0.63,9,-8.564,0,0.0296,0.0328,0.243,0.849,0.404,117.076,Chill_Tracks,Chill,2,0
293,I Want You (feat. braev),4erSEnRWE2diyHCfEjzW5Z,I Want You (feat. braev),Yotto,5Dyfxq0ZrFjjeFBdSNxDbo,"['edm', 'finnish edm', 'progressive house']",258295,53,False,0.404,0.674,8,-9.056,1,0.0469,0.0128,0.155,0.0832,0.0364,123.948,Chill_Tracks,Chill,2,0
294,Rolling Back,1WoBED8U50OSvX8HpfQlsC,Rolling Back,TWO LANES,7mnuMLgvXdCWzyB4sQCG7k,"['tropical house', 'uk dance']",238000,53,False,0.692,0.614,0,-12.747,0,0.0413,0.394,0.534,0.0818,0.0446,118.02,Chill_Tracks,Chill,2,0
295,Fruit&Sun,69cmKJCT4thXR1qT1g34w7,The Color of Nothing,ford.,7ItbAZITSFxSy5LJChXe18,"['vapor soul', 'vapor twitch']",177857,53,False,0.761,0.54,5,-10.041,0,0.0746,0.704,0.897,0.127,0.2,108.032,Chill_Tracks,Chill,2,0
296,Way Back Home,5ORJq9RvKIVGf1pVWWTUB7,Way Back Home,Lonely in the Rain,42KUul1wLmOdQCEYf3MweS,['new french touch'],184509,53,False,0.521,0.493,1,-10.006,1,0.0479,0.595,0.166,0.127,0.0517,107.107,Chill_Tracks,Chill,2,0
297,New Fires,6I7nESv5d9zf9DcEA9I25u,New Fires,Christian Löffler,3tSvlEzeDnVbQJBTkIA6nO,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno', 'new french touch', 'organic electronic', 'pop ambient']",251591,53,False,0.712,0.569,6,-10.819,0,0.0348,0.346,0.492,0.0794,0.241,116.016,Chill_Tracks,Chill,2,0
