,Name,Track_ID,Album,Artist,Artist_ID,Artist_Genre,Duration_ms,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Playlist,Mood,MoodR,ExplicitR
105,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,Born In The U.S.A.,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",241306,79,False,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,Have_A_Great_Day,Happy,1,0
106,The Boys Of Summer,4gvea7UlDkAvsJBPZAd4oB,Building The Perfect Beast,Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",288733,78,False,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,Have_A_Great_Day,Happy,1,0
107,Three Little Birds,75FYqcxt1YEAtqDLrOeIJn,Exodus,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,"['reggae', 'roots reggae']",180266,78,False,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,Have_A_Great_Day,Happy,1,0
108,Mr. Jones,5DiXcVovI0FcY2s0icWWUu,August And Everything After,Counting Crows,0vEsuISMWAKNctLlUAhSZC,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",272293,78,False,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,Have_A_Great_Day,Happy,1,0
109,Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,Tango In the Night (Deluxe Edition),Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",226653,78,False,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,Have_A_Great_Day,Happy,1,0
112,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'r&b', 'soul']",215360,78,False,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,Have_A_Great_Day,Happy,1,0
113,Love Grows (Where My Rosemary Goes),5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes) & Other Gems,Edison Lighthouse,1NRzxuPpdGushT8YmF5NAa,['bubblegum pop'],174760,78,False,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,Have_A_Great_Day,Happy,1,0
114,You Can't Hurry Love - 2016 Remaster,4YwbSZaYeYja8Umyt222Qf,"Hello, I Must Be Going! (Deluxe Edition)",Phil Collins,4lxfqrEsLX6N1N4OCSkILp,"['mellow gold', 'rock drums', 'soft rock']",175746,77,False,0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,Have_A_Great_Day,Happy,1,0
115,Escape (The Pina Colada Song),5IMtdHjJ1OtkxbGe4zfUxQ,Partners In Crime,Rupert Holmes,0TqIPD4IS1w4e30R38B3vj,"['soft rock', 'yacht rock']",276493,77,False,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,Have_A_Great_Day,Happy,1,0
116,Don't You (Forget About Me),3fH4KjXFYMmljxrcGrbPj9,Once Upon A Time (Super Deluxe),Simple Minds,6hN9F0iuULZYWXppob22Aj,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'scottish new wave', 'soft rock', 'synthpop']",263040,77,False,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,Have_A_Great_Day,Happy,1,0
118,Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,Get Born,Jet,5ypxebeHEIXjMtJb17uJlI,"['alternative rock', 'modern rock', 'rock']",213800,76,False,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,Have_A_Great_Day,Happy,1,0
120,Stacy's Mom,27L8sESb3KR79asDUBu8nW,Welcome Interstate Managers,Fountains Of Wayne,1pgtr4nhBQjp9oCUBPyYWh,"['alternative rock', 'pop rock', 'power pop']",197986,76,False,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,Have_A_Great_Day,Happy,1,0
121,Spirit In The Sky,0jvN7eQJJt4nxQzgQfZ1SP,Spirit In The Sky,Norman Greenbaum,7f8LNBVXN0h35veHrpxQFL,['classic rock'],242893,76,False,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,Have_A_Great_Day,Happy,1,0
122,Come On Eileen,3MrWxJaD2AT0W9DjWF64Vm,Too Rye Ay,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,"['new romantic', 'new wave', 'new wave pop', 'ska']",287306,76,False,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,Have_A_Great_Day,Happy,1,0
123,Come and Get Your Love - Single Version,7GVUmCP00eSsqc4tzj1sDD,Come and Get Your Love,Redbone,0w7HLMvZOHatWVbAKee1zF,"['native american', 'native american contemporary']",205933,76,False,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,Have_A_Great_Day,Happy,1,0
124,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,Toulouse Street,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",227266,76,False,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,Have_A_Great_Day,Happy,1,0
125,Young Folks,4dyx5SzxPPaD8xQIid5Wjj,Writer's Block,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,"['alternative dance', 'alternative rock', 'baroque pop', 'indie rock', 'modern rock', 'new rave', 'stomp and holler', 'swedish alternative rock', 'swedish indie pop']",276693,76,False,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,Have_A_Great_Day,Happy,1,0
126,You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,Graceland (25th Anniversary Deluxe Edition),Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",280000,76,False,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,Have_A_Great_Day,Happy,1,0
127,"Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,"Signed, Sealed And Delivered",Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,"['funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",161160,76,False,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,Have_A_Great_Day,Happy,1,0
130,Twist And Shout - Remastered 2009,5ZBeML7Lf3FMEVviTyvi8l,Please Please Me (Remastered),The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",155226,75,False,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,Have_A_Great_Day,Happy,1,0
131,You Get What You Give,1Cwsd5xI8CajJz795oy4XF,Maybe You've Been Brainwashed Too,New Radicals,0Grjlu7ncIuCaSYvCs9fcd,['pop rock'],300773,75,False,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,Have_A_Great_Day,Happy,1,0
132,Brandy (You're a Fine Girl),2BY7ALEWdloFHgQZG6VMLA,Looking Glass,Looking Glass,5jJN1nmKXzRjodMl1THQeI,"['soft rock', 'sunshine pop']",186826,75,False,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,Have_A_Great_Day,Happy,1,0
133,"Take Me Home, Country Roads",1QbOvACeYanja5pbnJbAmk,"The John Denver Collection, Vol 1: Take Me Home Country Roads",John Denver,7EK1bQADBoqbYXnT4Cqv9w,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",197813,75,False,0.38,0.43,9,-12.564,1,0.0288,0.546,1.71e-05,0.188,0.547,82.204,Have_A_Great_Day,Happy,1,0
134,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,Faith,George Michael,19ra5tSw0tWufvUp8GotLo,['dance pop'],193200,75,False,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,Have_A_Great_Day,Happy,1,0
135,I'm a Believer - 2006 Remaster,3G7tRC24Uh09Hmp1KZ7LQ2,More of The Monkees (Deluxe Edition),The Monkees,320EPCSEezHt1rtbfwH6Ck,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock', 'sunshine pop']",167373,75,False,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,Have_A_Great_Day,Happy,1,0
136,Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Al Green,3dkbV4qihUeMsqN4vBGg93,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",199396,75,False,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,Have_A_Great_Day,Happy,1,0
137,The Joker,1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",264503,75,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,Have_A_Great_Day,Happy,1,0
139,You Can't Hurry Love,1OppEieGNdItZbE14gLBEv,The Supremes A' Go-Go (Expanded Edition),The Supremes,57bUPid8xztkieZfS7OlEV,"['brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",167933,74,False,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,Have_A_Great_Day,Happy,1,0
140,Red Red Wine,4uOKFydzAejjSFqYbv1XPt,The Very Best Of,UB40,69MEO1AADKg1IZrq2XLzo5,"['reggae fusion', 'uk reggae']",183733,74,False,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,Have_A_Great_Day,Happy,1,0
141,Build Me Up Buttercup - Mono,6sPOmDulFtLzfX25zICNrC,The Foundations,The Foundations,4GITZM5LCR2KcdlgEOrNLD,"['brill building pop', 'bubblegum pop', 'rock-and-roll', 'soul']",177533,74,False,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,Have_A_Great_Day,Happy,1,0
142,Cecilia,6QhXQOpyYvbpdbyjgAqKdY,Bridge Over Troubled Water,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",174826,74,False,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,Have_A_Great_Day,Happy,1,0
144,I'm Gonna Be (500 Miles),67iAlVNDDdddxqSD2EZhFs,Sunshine on Leith,The Proclaimers,1A92IAcd7A6npCA33oGM5i,"['celtic rock', 'scottish rock']",219466,74,False,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,Have_A_Great_Day,Happy,1,0
145,Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,Can't Buy A Thrill,Steely Dan,6P7H3ai06vU1sGvdpBwDmE,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'yacht rock']",275466,74,False,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,Have_A_Great_Day,Happy,1,0
146,Don't Stop - 2004 Remaster,4bEb3KE4mSKlTFjtWJQBqO,Rumours,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",193346,73,False,0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,Have_A_Great_Day,Happy,1,0
147,This Will Be (An Everlasting Love),0PDCewmZCp0P5s00bptcdd,Inseparable,Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,"['adult standards', 'lounge', 'mellow gold', 'quiet storm', 'soul', 'vocal jazz']",171960,73,False,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,Have_A_Great_Day,Happy,1,0
149,You Sexy Thing,714hERk9U1W8FMYkoC83CO,Hot Chocolate,Hot Chocolate,72VzFto8DYvKHocaHYNWSi,"['classic uk pop', 'disco', 'soft rock']",244920,73,False,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,Have_A_Great_Day,Happy,1,0
150,I Try,5TAf4lnZCZTLlZHNZMLFLi,On How Life Is,Macy Gray,4ylR3zwA0zaapAu94fktwa,"['neo soul', 'soul']",239440,73,False,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,Have_A_Great_Day,Happy,1,0
154,The Spins,7qfZ0ViYLmV3MKeZ0Z7htT,K.I.D.S. (Deluxe),Mac Miller,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'rap']",195873,64,True,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,Good_Vibes,Happy,1,1
155,Teenage Dream,3Y2MvObZdPakD1X71KOxCD,Teenage Dream,Stephen Dawes,3jTU1IOqkO7Mz4zdbXPose,[],177857,77,False,0.615,0.361,10,-9.57,1,0.028,0.38,0.0,0.0844,0.244,111.991,Good_Vibes,Happy,1,0
157,Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,46pWGuE3dSwY3bMMXGBvVS,['nigerian pop'],239317,91,False,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,Good_Vibes,Happy,1,0
158,AMAZING,6FtIK0IkmG33lKbc1pyAlZ,AMAZING,Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,"['bedroom pop', 'pop']",209200,79,False,0.719,0.461,8,-8.191,1,0.0454,0.279,0.0,0.0875,0.548,123.915,Good_Vibes,Happy,1,0
161,High Heels,7HH2qGXywdgAn5b2WHnkQq,High Heels,Flo Rida,0jnsk9HBra6NMjO2oANoPY,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",155032,28,False,0.794,0.64,1,-5.745,1,0.0306,0.0791,0.0,0.0812,0.851,110.058,Good_Vibes,Happy,1,0
163,Slide (feat. Frank Ocean & Migos),7tr2za8SQg2CI8EDgrdtNl,Funk Wav Bounces Vol.1,Calvin Harris,7CajNmpbOovFoOoasH2HaY,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",230813,73,True,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,Good_Vibes,Happy,1,1
164,Summer In New York,5kyJ6sznnWACqHbw65p34Q,WET TENNIS,Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,[],158549,71,False,0.706,0.77,10,-6.224,0,0.0653,0.397,1.84e-05,0.209,0.967,117.075,Good_Vibes,Happy,1,0
165,Big Energy (feat. DJ Khaled) - Remix,4nmD4awtUUCC4AGETpUiuP,Big Energy (feat. DJ Khaled) [Remix],Latto,3MdXrJWsbVzdn6fe5JYkSQ,"['pop', 'rap', 'trap queen']",181665,73,True,0.867,0.771,11,-3.688,0,0.0939,0.0385,0.0,0.133,0.715,106.021,Good_Vibes,Happy,1,1
167,Day By Day,7t6NSZQArTCYimaQmfwS0S,Trail Mix Tape,grentperez,73BLwSX6gsNeVzS7DgI4xe,['chill r&b'],187850,59,False,0.617,0.709,1,-6.818,1,0.0736,0.676,0.00216,0.0657,0.899,162.036,Good_Vibes,Happy,1,0
168,I'm In Love With You,0uBdQzKghx88d2Lp8SLFKJ,I'm In Love With You,The 1975,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'rock']",262623,79,True,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,Good_Vibes,Happy,1,1
171,Sunshine,54NBD72JXFXzrodbQBSzWh,Sunshine,Tyga,5LHRHt1k9lMyONurDHEdrp,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",188964,75,True,0.746,0.647,7,-6.673,1,0.106,0.0267,0.0,0.052,0.393,97.989,Good_Vibes,Happy,1,1
172,Only Fan (feat. Cordae),6514uhzGpeyocCHv5kBih4,Infinite Dream,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,"['dance pop', 'electropop', 'pop']",153442,67,True,0.734,0.696,8,-2.315,1,0.0364,0.0159,0.0,0.0597,0.883,122.096,Good_Vibes,Happy,1,1
173,Cyclone,36SEfTZlBgmypZn0sgGroO,Cyclone,Maude Latour,3MNLhvqJkWsO6tcjY9ps62,"['alt z', 'indie pop', 'nyc pop', 'uk pop']",216463,64,False,0.65,0.838,8,-5.456,1,0.0402,0.0644,0.00013,0.0936,0.816,128.014,Good_Vibes,Happy,1,0
174,I Wanna Dance With Somebody - Who Loves Me,0cgFnx6yIVv3RrqXlZTiGZ,I Wanna Dance With Somebody (Who Loves Me),Smith & Thell,1ZrBGJWLL8NiAjgNifCy90,['swedish pop'],203538,57,False,0.593,0.787,2,-6.429,1,0.0327,0.038,0.0,0.194,0.507,125.957,Good_Vibes,Happy,1,0
175,Cinema,35TyJIMR3xRouUuo2sjS6v,Harry's House,Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop'],243507,81,False,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,Good_Vibes,Happy,1,0
177,Kiss Me,1Xq9ilOLiknCaGYtSsvFrH,Songs of Sonder,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,"['folk-pop', 'irish pop', 'pop', 'uk pop']",229436,77,False,0.636,0.827,0,-3.201,0,0.0355,0.00132,0.0,0.0679,0.487,120.049,Good_Vibes,Happy,1,0
178,Dancin' In The Moonlight (feat. Lauren Alaina),0pnKcAh5binHOP9HexWwnZ,Dancin' In The Moonlight (feat. Lauren Alaina),Chris Lane,68abRTdO4meYReMWHvBYb0,"['contemporary country', 'country', 'country road']",199000,74,False,0.589,0.829,8,-4.861,0,0.0332,0.0196,0.0,0.128,0.563,121.998,Good_Vibes,Happy,1,0
179,Moneymaker,5f18AcRmbxcTxd4ehOXuYI,Moneymaker,Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",137850,55,False,0.677,0.816,10,-3.279,0,0.0944,0.114,3.94e-06,0.0487,0.911,168.072,Good_Vibes,Happy,1,0
181,Sitting In The Corner (feat. Adriel Favela & Kacey Musgraves),1Cx5pTBRWI67JXVmMGJT23,Fantasy Gateway,Cuco,2Tglaf8nvDzwSQnpSrjLHP,"['bedroom pop', 'dream pop']",232298,65,False,0.603,0.728,0,-7.453,1,0.0428,0.0425,9.33e-06,0.113,0.585,106.031,Good_Vibes,Happy,1,0
182,"New To You (with Normani, Tinashe, & Offset)",22PTmk4mzAVi92WiQPAcFp,"New To You (with Normani, Tinashe, & Offset)",Calvin Harris,7CajNmpbOovFoOoasH2HaY,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",302952,69,True,0.728,0.707,5,-5.09,0,0.0436,0.371,0.00107,0.126,0.802,96.023,Good_Vibes,Happy,1,1
186,Last Last,5YbPxJwPfrj7uswNwoF1pJ,"Love, Damini",Burna Boy,3wcj11K77LjEY1PkEazffa,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']",172342,84,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,Good_Vibes,Happy,1,0
187,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",5lfWrciYtohtIMVDVZd0Rf,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,7CajNmpbOovFoOoasH2HaY,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",229282,82,False,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,Good_Vibes,Happy,1,0
188,Sway,2ajUl8lBLAXOXNpG4NEPMz,Michael Bublé,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",188066,75,False,0.713,0.639,2,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,Good_Vibes,Happy,1,0
190,happy stuff,1C7eURT2UroBgmOEAX2eiR,happy stuff,Walk Off the Earth,6jEiUoyyJNPHzSR0Nib6HX,"['canadian rock', 'pop rock']",162134,58,False,0.622,0.56,7,-8.572,1,0.0694,0.213,0.0,0.134,0.671,153.893,Good_Vibes,Happy,1,0
191,"Heartbeat (From the “Lyle, Lyle, Crocodile” Original Motion Picture Soundtrack)",1gACe11pZiy8Xv3SY0ocyz,"Heartbeat (From the “Lyle, Lyle, Crocodile” Original Motion Picture Soundtrack)",Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'dance pop', 'pop', 'viral pop']",140443,72,False,0.668,0.589,0,-6.978,1,0.1,0.289,0.0,0.279,0.813,91.053,Good_Vibes,Happy,1,0
192,What's Been On Your Mind?,3lpshfvmjrxGm9xr3x47F2,What's Been On Your Mind?,Surfaces,4ETSs924pXMzjIeD6E9b4u,"['bedroom soul', 'pop']",172490,66,False,0.736,0.667,1,-4.716,1,0.0303,0.0158,0.0,0.131,0.774,116.973,Good_Vibes,Happy,1,0
195,Rebirth,4Xz2mxHREzWiEr0AyCJuU6,In Another Lifetime,Tinlicker,5EmEZjq8eHEC6qFnT63Lza,[],284563,63,False,0.541,0.911,8,-7.152,1,0.0556,0.0154,0.136,0.121,0.026,123.968,Chill_Tracks,Chill,2,0
199,Demons - Massane Remix,0WGelFYfITJmfOnNyhRUq7,Demons,Jerro,1WHFu22zN1C6F11Z1rt12K,['tropical house'],243176,70,True,0.663,0.499,2,-9.88,0,0.0328,0.483,0.0328,0.0884,0.141,121.959,Chill_Tracks,Chill,2,1
202,Inner Light,40tPP3K10yMZxwnT65REKj,Inner Light,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,"['house', 'tropical house']",257984,68,False,0.651,0.709,4,-7.842,1,0.037,0.00461,0.00744,0.0771,0.126,121.02,Chill_Tracks,Chill,2,0
205,Crazy,3h0tEwAyOCQDa4X8NEcy0Q,Crazy,PLÜM,4NTnwCK3RqTBH7TFIQrkfL,"['new french touch', 'tropical house']",220000,67,False,0.769,0.596,7,-9.359,0,0.0524,0.0487,0.00803,0.204,0.259,105.032,Chill_Tracks,Chill,2,0
206,One Last Dance,1nV6VafLPuRSsXgbDY3i6L,One Last Dance,Audien,4xnMDfgEmXZEEDdITKcGuE,"['edm', 'electro house', 'electropop', 'pop dance', 'pop edm', 'progressive house', 'tropical house']",184000,66,False,0.713,0.719,4,-6.972,1,0.0455,0.164,0.0335,0.0853,0.24,119.993,Chill_Tracks,Chill,2,0
210,Howl,3360fzHkXtFCGSnTpyBMRA,Howl,Elderbrook,2vf4pRsEY6LpL5tKmqWb64,"['house', 'tropical house']",257430,67,False,0.634,0.659,4,-7.143,1,0.0263,0.373,0.00325,0.161,0.38,126.977,Chill_Tracks,Chill,2,0
211,Until We Leave the Ground - Steve James Remix,6PEbPKn0niL8xAQdUTBEfq,Until We Leave the Ground (Steve James Remix),Emmit Fenn,3VVLqeEqQQqTgT8YhfY9Z6,"['electropop', 'tropical house', 'vapor soul']",197419,54,False,0.744,0.577,0,-9.599,0,0.0385,0.0448,0.0652,0.111,0.321,124.005,Chill_Tracks,Chill,2,0
212,Keep On Dancing,0f8PWE8E1UB3HqREAkqoa5,Keep On Dancing,AVAION,5oJvmyeWzyeahRtjup3Oys,[],185520,65,False,0.697,0.419,6,-8.29,0,0.0514,0.564,0.0133,0.151,0.288,123.955,Chill_Tracks,Chill,2,0
221,Medicine,7sfpydlJrHpTi533idUuZV,Medicine,Lucas Estrada,2tndYCXQneCV4jtoWRwVpz,"['covertronica', 'deep house', 'deep pop edm', 'edm', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",158031,62,False,0.781,0.715,8,-8.043,1,0.0406,0.614,0.069,0.0974,0.63,120.026,Chill_Tracks,Chill,2,0
222,Underwater,6qnULXVFGfFqPj0Hpj0tIG,Underwater / Other Voices,Le Youth,1Zz6NBe8UIZjm88TvehFtx,"['edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house']",297635,61,False,0.672,0.679,2,-6.068,1,0.0294,0.00745,0.0811,0.0532,0.321,123.019,Chill_Tracks,Chill,2,0
223,Afterglow,2Ftoh82TZBdd5VduEm8T44,Afterglow,Bob Moses,6LHsnRBUYhFyt01PdKXAF5,"['canadian electronic', 'canadian house']",269752,61,False,0.675,0.747,0,-4.742,0,0.0406,0.0159,0.0014,0.103,0.159,121.033,Chill_Tracks,Chill,2,0
225,Leave Me Low,1fhFDn9W8ehz6rqomxDUW4,Leave Me Low,Devault,1VBAKMui4zm5MnBWNn3NbL,"['future bass', 'vapor twitch']",178560,60,False,0.733,0.411,10,-11.507,1,0.0407,0.54,0.00169,0.182,0.359,125.03,Chill_Tracks,Chill,2,0
230,Heartaches,1hBvUKlvyia60edCcBsxkv,Heartaches,Shallou,7C3Cbtr2PkH2l4tOGhtCsk,"['electropop', 'indie poptimism', 'tropical house', 'vapor soul']",207627,59,False,0.764,0.489,7,-9.41,1,0.0332,0.249,0.00176,0.0894,0.496,119.953,Chill_Tracks,Chill,2,0
233,I Can't See,59kl6e4q6sCJlxCgLZdJGo,I Can't See,ROW,6t6YsIZkxd0VC7mXKD9Ziw,[],135245,59,False,0.67,0.711,8,-7.257,0,0.0443,0.00172,0.0963,0.186,0.691,121.976,Chill_Tracks,Chill,2,0
250,Raye,5tsVgtKdAfKGcVIcCHvyxe,Raye,Sultan + Shepard,14Tg9FvbNismPR1PJHxRau,"['canadian electronic', 'edm', 'progressive house', 'tropical house']",290409,57,False,0.645,0.572,0,-8.167,1,0.0298,0.716,0.0527,0.0922,0.121,121.994,Chill_Tracks,Chill,2,0
256,All My Days,768eZ69L0HODV9UlcriGaq,A Range of Light,Forester,3d13oWvwmjcodRr3NzdArc,['tropical house'],224637,56,False,0.575,0.767,11,-6.888,1,0.0554,0.169,0.0011,0.104,0.137,124.0,Chill_Tracks,Chill,2,0
278,Never Ending,1SGbmqB3dxlrp4YkKzZUto,Never Ending,Bob Moses,6LHsnRBUYhFyt01PdKXAF5,"['canadian electronic', 'canadian house']",242000,54,False,0.613,0.85,1,-4.196,0,0.0927,0.339,0.000138,0.12,0.186,118.068,Chill_Tracks,Chill,2,0
